ts_ms,a_bid,a_ask,b_bid,b_ask,depth_a,depth_b
1700000017000,49694.69028892178,49699.052210353555,51760.981853505145,51766.84486023594,0.8252176270325439,0.7474470365447576
1700000017500,49678.88986223612,49682.55125002593,51182.62347893691,51186.97129677816,0.28043934069292015,0.41295769724403825
1700000018000,49679.335575334284,49680.80466872996,51525.68932592559,51529.515646557455,0.32099210508595166,0.23128460915378418
1700000018500,49696.323401494534,49699.192437265025,50686.310200674845,50691.23071970436,0.20071889746135455,0.40869631763872066
1700000019000,49684.4289504686,49687.74287098122,51556.812767989926,51561.53569838187,0.5032130850137868,0.8352391126771234
1700000019500,49682.543434865736,49685.16030860073,50646.3006052945,50651.79721653643,0.8535721687942148,0.5858914159690016
1700000020000,49684.10552417077,49688.01678502568,51885.534586262314,51890.33377328693,0.6891062449695584,0.12137509845977565
1700000020500,49686.01689706942,49688.65668309723,52018.21427021896,52021.57283392134,0.410021864899511,0.39465396664432184
1700000021000,49661.79854706995,49663.872800039986,51830.11805938848,51833.928196523644,0.16836570511768562,0.43597455510416555
1700000021500,49662.13632866279,49666.58062766223,51537.17928540247,51540.89427890847,0.7632330990078257,0.04209987223241133
1700000022000,49689.70194444244,49693.367948752246,51652.77924995188,51656.64181699609,0.8097137643952204,0.8664454726416411
1700000022500,49658.98242614267,49662.201679926875,49132.87027458457,49136.61065989143,0.6982196149146511,0.8270708813749486
1700000023000,49675.81635224947,49679.74306134094,51788.960460098715,51791.52154554135,0.28416487853369854,0.11833370001635624
1700000023500,49678.13552018947,49682.1980544288,50965.86878287046,50966.844419804125,0.36951481441315637,0.5104552720181128
1700000024000,49665.6668615215,49669.00789733247,51226.745483060484,51229.43946872624,0.5377023908027271,0.30188921262424045
1700000024500,49707.07454106329,49707.61687964439,50986.497512911264,50987.56627152522,0.8285544622131453,0.2142831061838816
1700000025000,49721.428699320866,49723.7531098702,50174.91380697583,50178.49535790469,0.24123678459657857,0.26858306408475047
1700000025500,49697.333416118214,49699.87683698864,50786.27065330363,50789.77609696941,0.3951512845551588,0.07658090873044941
1700000026000,49699.08755157641,49701.103350681304,51681.292311901685,51682.781622497416,0.08234883109076223,0.6287452701097289
1700000026500,49710.0299040853,49713.228581519215,52257.711493787254,52262.03729558781,0.032705462991457705,0.3489932983689734
1700000027000,49705.75749922882,49709.94970136167,50732.35716625561,50736.89739595727,0.24172811514978662,0.6388010250685217
1700000027500,49720.254258431756,49722.769352846546,50537.14721600515,50540.76223815206,0.733839331307184,0.7393301686866598
1700000028000,49719.248875571,49721.114042901325,52291.76456804501,52297.26576760723,0.6175605531610041,0.5282213112099632
1700000028500,49731.01239304739,49736.0404278583,50564.25995375497,50570.00595240752,0.4447756972709229,0.32894288684470624
1700000029000,49761.02258108902,49763.57114348292,52801.9726887324,52804.025495936825,0.38634806923337733,0.15180802226721476
1700000029500,49747.90009972821,49749.6671348035,51276.670728256344,51281.41477442891,0.26047466791371965,0.5967544261234933
1700000030000,49751.22755084884,49754.46522809846,50584.13556224628,50588.16457970073,0.6964829622729384,0.6170004478266918
1700000030500,49741.86739665209,49745.29307923367,51968.35380430155,51972.355788033405,0.4543210231082191,0.7096570462981839
1700000031000,49744.97813121224,49747.273081122556,52499.7618868007,52504.383223821875,0.09092263994604481,0.14979215653519684
1700000031500,49720.4864888231,49724.27694239769,50142.64865371529,50145.285652360144,0.5756470708745609,0.07015589217293174
1700000032000,49709.53934339948,49712.0520239612,52363.18366561461,52365.97281869474,0.8940393477936233,0.7948344444322689
1700000032500,49705.83323968195,49707.91028876656,50987.00734449699,50989.51533796247,0.09334558418588113,0.5575758023964947
1700000033000,49723.257746232,49726.436337100524,52323.908046893936,52326.5021640459,0.8974661823102197,0.1119389821155133
1700000033500,49745.86609732678,49749.6368663039,50954.584382791174,50957.96616871016,0.1165665988581525,0.6468436271080689
1700000034000,49720.09785171125,49722.46400022006,50035.739486644336,50037.49729764246,0.2977072286910247,0.07896647488257326
1700000034500,49703.72276586791,49707.05339142393,51569.68420878187,51571.92933592949,0.8795325040851011,0.5799326142804608
1700000035000,49716.87289291709,49719.77940127769,51898.79809597568,51902.99112992255,0.8757375186832445,0.5127396571087341
1700000035500,49675.56553458903,49681.389968238764,52728.98832505148,52732.40316979325,0.19063373542703727,0.6522844003360305
1700000036000,49668.06863395543,49670.360074274264,52441.457188559965,52445.416734309045,0.656676736341532,0.1118120597305579
1700000036500,49665.076529801176,49669.46070140172,51674.631842159324,51675.86472957947,0.5630047753701891,0.8204704537021461
1700000037000,49690.93508829141,49693.88274200296,51004.71777028094,51007.27714636155,0.37628878811180594,0.8481296925255037
1700000037500,49704.76037416043,49707.633612156766,50807.77196875624,50810.60546157296,0.7117956737330673,0.8866679170344308
1700000038000,49697.79189219839,49701.51355730992,50969.04654073754,50972.58558251525,0.5821173528084039,0.6964063441954729
1700000038500,49690.33421158888,49694.22820215543,50562.287645409386,50565.084104403395,0.2258470815489795,0.30112481418157255
1700000039000,49685.143791041315,49689.410806682274,50970.95954588702,50975.579403438824,0.45645213810167284,0.8813216254846298
1700000039500,49716.083561003354,49719.41221273849,49309.942694874284,49313.3727635348,0.6472734728661007,0.5643900994465175
1700000040000,49707.98758621434,49710.387189824585,51332.073594291454,51335.59401128417,0.5707336558814224,0.6550503706671262
1700000040500,49701.882603304264,49704.344957200075,51170.87660269935,51174.39284850694,0.502384424728923,0.6053646031223854
1700000041000,49708.410735002435,49711.92038819331,53112.54634738329,53116.89592992261,0.6716626698559331,0.20978359419170337
1700000041500,49705.95970276084,49709.540602631445,51763.2452437502,51766.17929889555,0.14724090603706705,0.7722245032970201
1700000042000,49701.60544266648,49706.003493607175,50834.46357555869,50839.310448097414,0.06734376822541774,0.5927459424368395
1700000042500,49679.8139100461,49683.23234050152,51590.79575441824,51594.847824741475,0.058571361293598356,0.2221716517746743
1700000043000,49679.2626117804,49683.322780045666,50256.42437588542,50260.10922020928,0.5698758498601076,0.3588436687271475
1700000043500,49670.16268593616,49674.679456970945,50711.76116879678,50715.311252581836,0.4079758746469652,0.15488623504416624
1700000044000,49694.16122670509,49697.32602724962,49792.3811324375,49796.50549719896,0.7571554101124026,0.4065722291428214
1700000044500,49708.04817635717,49709.56261770558,52268.63150084834,52273.34997069385,0.8752109514217699,0.8909042717379138
1700000045000,49707.412163314424,49709.232886227925,51639.66390307365,51644.298536134105,0.12743689140892142,0.3638597997783292
1700000045500,49720.909046670626,49722.47124380243,50334.58477598981,50338.535808179186,0.3596207052270797,0.3740315109448926
1700000046000,49712.59695901176,49717.18854939277,51158.95650179484,51163.50856430077,0.394968451602825,0.7286519085400827
1700000046500,49734.858985668216,49737.01157707339,51934.75646934916,51938.39849917205,0.5054241568506792,0.10202825884941644
1700000047000,49733.71136937466,49737.94321094007,51594.77013826833,51599.77312650751,0.8212595989326985,0.13414497983107113
1700000047500,49745.702071285195,49749.287803196756,51523.44562360025,51526.9136957916,0.5519808476625916,0.6788209040428856
1700000048000,49719.31943777108,49724.034706897924,50573.02218698721,50574.03201985754,0.295198916407132,0.14339158582647255
1700000048500,49726.609126402334,49730.61222022182,50742.576559004025,50747.682018084364,0.6068012244568888,0.5618776996048633
1700000049000,49693.39777609535,49696.295405834135,51254.805998723976,51258.4354200296,0.3162953586837393,0.7405844635869189
1700000049500,49652.74002729114,49655.53999684075,51828.13430061016,51830.22900647608,0.5130372322610118,0.5198618086442488
1700000050000,49646.507890651745,49649.59305837168,50518.58654713536,50521.848678686685,0.11582456118659525,0.09976193274344328
1700000050500,49628.46429188379,49631.639552835695,50282.90665169719,50285.34605140538,0.5206685267129779,0.2096044065995064
1700000051000,49632.098350109554,49634.567606438424,51971.05311164246,51977.073362902425,0.4463532944725127,0.5001294703124051
1700000051500,49676.74442495251,49679.71179665492,50473.282319179685,50477.37954111679,0.591542489381249,0.8600791530450844
1700000052000,49659.288987144464,49663.89830720647,51953.036185110555,51954.65373170098,0.523008563711284,0.5988485705774994
1700000052500,49648.465844602004,49649.76370629118,51317.52240106192,51321.677798517565,0.5282972532291585,0.6362975000283905
1700000053000,49651.59361029812,49654.85209843765,51797.51137059122,51800.532882645435,0.6714185216236919,0.5480283029559904
1700000053500,49662.03659659912,49664.129643793145,52449.54502192645,52455.34516192953,0.14610078508552196,0.31359063962084455
1700000054000,49657.96148033661,49661.148517419424,51661.20414205643,51663.44090613632,0.6838868524390433,0.5587101995833442
1700000054500,49653.51646438535,49657.35632016056,51722.710736982364,51723.51430157838,0.5726882172977121,0.038321092055389326
1700000055000,49668.01445646559,49670.95684628513,50473.954720883245,50477.53376389892,0.629089566364144,0.3903242963064428
1700000055500,49677.997310656116,49681.77029757597,50650.68797665472,50653.77034383526,0.3776281804842653,0.7363176321900974
1700000056000,49658.50520717526,49659.91536777388,51627.15468476239,51630.154781880505,0.10409422513106371,0.20787631652284314
1700000056500,49655.57316654592,49659.680155658585,52289.70647343072,52290.63698643734,0.8321895268221197,0.5941022512306222
1700000057000,49657.133962696804,49659.530833454155,52183.0182961662,52187.03046738763,0.7494325187301426,0.6567809223082877
1700000057500,49635.4315015996,49639.05390966939,52848.499253123664,52854.00726730107,0.8791929696969987,0.1661524324415265
1700000058000,49640.8482636,49644.030711695974,51362.608747244514,51363.817888347425,0.43050002842399304,0.7762950636324656
1700000058500,49625.07313919402,49625.487577014894,51262.5340472457,51267.439515670616,0.799744953313878,0.24215103970455193
1700000059000,49643.599724323525,49645.84366020206,51881.94373863451,51884.76127840641,0.788222139320742,0.8675312374838103
1700000059500,49646.96635633093,49650.18686469886,51148.96008458881,51155.27889091524,0.5084203956173018,0.329757180416093
1700000060000,49648.085752189494,49652.63972827107,51091.338364576615,51095.36157408188,0.8134475951260224,0.562085390591126
1700000060500,49636.898539030204,49640.185807316106,50346.21614213953,50349.490728893914,0.7387529433283684,0.8552947555960774
1700000061000,49634.541128755714,49637.79882463549,51860.84741953166,51865.67387765072,0.11932938127378197,0.743352013799604
1700000061500,49595.42139288227,49597.00870879264,50284.53040522882,50288.661639369726,0.14639906758054483,0.45259232524942883
1700000062000,49571.371328078734,49575.802474775264,51440.318534716476,51443.1075875453,0.38442711317263706,0.19917689724781895
1700000062500,49578.440158913174,49583.24723590836,50010.635033376064,50014.98729370801,0.49361163686672327,0.5648977323257981
1700000063000,49536.75806905277,49539.78664409589,51837.63627078308,51840.52343573866,0.5977988697914441,0.5414241231190677
1700000063500,49553.814405528065,49556.59464847984,50276.44202407922,50277.79583851864,0.5209812132853362,0.08564143139783853
1700000064000,49519.59212235438,49520.97307263857,51629.46425808417,51635.402168716064,0.7921686521128767,0.3627742803562407
1700000064500,49533.47570702028,49537.359028079234,49839.013701687574,49842.09420196669,0.7266222395246279,0.8310116995040939
1700000065000,49515.65628722933,49521.35856655502,50675.99254888858,50678.761732087776,0.11916810899722899,0.4874054916120257
1700000065500,49532.22869204163,49535.94580511642,51893.68059304164,51897.58705951778,0.3251274594273531,0.18751389494476464
1700000066000,49534.57442097164,49538.8381244898,50423.580698925,50425.20914069557,0.8024647664034378,0.5901963847960036
1700000066500,49504.19853027803,49507.74061757174,51040.10615046183,51041.98185608399,0.6869648746387688,0.4248701961334421
1700000067000,49529.945056859346,49531.96004097277,50659.97376882748,50662.8741927874,0.04367983013092184,0.8250104275307784
1700000067500,49557.618355711,49561.95502834202,49328.31903260818,49331.19536644031,0.5752770725697495,0.45634333287213924
1700000068000,49557.58788135624,49559.35330645677,51272.43563017912,51276.021897306106,0.1399013844141301,0.052730504814318485
1700000068500,49551.59760091589,49554.386936010225,51358.45403318907,51363.30110244481,0.4679374866194199,0.17044773051667614
1700000069000,49548.15550327115,49551.43435501614,50211.47488147814,50214.40604911038,0.8949131836724402,0.18260468435069144
1700000069500,49528.35042785768,49532.23333751846,51440.37770594705,51444.469064114346,0.09543732866130271,0.8575618946108576
1700000070000,49550.555625050496,49553.971610715926,50445.29319610733,50449.515050108406,0.7465017832402671,0.34261807508793135
1700000070500,49539.71236199819,49543.099196499024,50280.90302446945,50283.10213401153,0.4508164445598014,0.33348670681821063
1700000071000,49539.262715028985,49541.50122696056,51029.79926902487,51033.573415892366,0.8815490741233268,0.879202935160786
1700000071500,49523.6607286377,49525.37135722373,50502.86594469741,50505.23474384222,0.7778147780688544,0.20937956267110905
1700000072000,49510.46384060218,49513.525321270434,52697.51048247239,52702.28716096584,0.08645430276839129,0.5711441987730246
1700000072500,49485.2951752919,49487.58498051466,49814.797184091614,49818.843291945304,0.5896814096329966,0.854522650018786
1700000073000,49510.73535699161,49512.427571363536,51543.58899796406,51547.10880290129,0.7784580325585972,0.8216697050921256
1700000073500,49507.6326859492,49509.3667394777,51727.19828085027,51729.09064126577,0.27293991463040246,0.16951615954000437
1700000074000,49526.56320932512,49529.07308085094,49541.398390259754,49545.037578272095,0.6431387963540461,0.4398267264609414
1700000074500,49527.51092645638,49528.65834759621,49725.538082550585,49728.117649534295,0.25123989175304334,0.24929445093908337
1700000075000,49513.37030082366,49515.02283212081,51415.14388436192,51419.491039530454,0.20859008481178085,0.6389631772016656
1700000075500,49506.98042973672,49508.34529280766,50633.636509134594,50636.993317331755,0.3190274071500025,0.24407135364721147
1700000076000,49494.86711053024,49498.04936999402,51264.864434898365,51267.3896214229,0.284964394071174,0.18393070600955908
1700000076500,49494.91343013107,49498.32141436059,51825.192268890685,51829.8028903677,0.8672986161975285,0.26656738491088966
1700000077000,49486.6085149707,49491.61565593388,50695.3432632812,50699.70910536245,0.23445362089294103,0.14371997746469922
1700000077500,49482.36241603307,49483.86488623384,50176.488010874236,50179.2760543795,0.3993575654577666,0.6532895901809113
1700000078000,49454.38195593019,49456.70235897128,48911.97141563153,48916.86584903074,0.4526674743563143,0.2731698725366176
1700000078500,49437.44893320365,49441.361544592975,51072.74574573544,51075.88767212522,0.6313229080275513,0.3780394207202688
1700000079000,49471.094776776816,49473.878002971825,50265.98260380056,50269.11162186329,0.8738764555934992,0.26954280345144
1700000079500,49457.72522451865,49460.398226579935,51173.50543336604,51177.153994623965,0.5641199438544773,0.3607759150927401
1700000080000,49435.62526494514,49440.33443464849,51091.584959404914,51094.18179890264,0.7787318282755115,0.2955767130716942
1700000080500,49443.395579528085,49446.05717336856,49899.763681173,49902.73371329094,0.1443410615953068,0.3375307749285954
1700000081000,49471.94991787411,49473.79372300478,52234.68062282044,52237.98804768601,0.6054112373509768,0.6467629559406699
1700000081500,49442.94980436976,49444.63286440989,51727.842861449026,51733.179201060615,0.18000926929999897,0.18123951308121086
1700000082000,49437.95305026364,49441.28874458596,51549.23296659326,51554.53254628362,0.7880227285227415,0.6274047390349264
1700000082500,49425.3272255444,49428.63246714781,50030.02077966501,50033.21013542429,0.5481323013799321,0.3321772044640303
1700000083000,49390.9453080447,49392.573605674406,50568.94049950122,50574.37302478986,0.14849155890495777,0.11140739499943697
1700000083500,49405.45068917359,49407.465292915855,50481.59994515184,50485.048001051946,0.7695952313211111,0.1341801366474207
1700000084000,49404.22175635472,49407.756468992535,50578.8156573883,50582.772354201676,0.48674686193830263,0.8134288514911103
1700000084500,49405.62931617322,49409.20658294574,50054.27143001785,50058.83172341838,0.45247254322225156,0.06650290581299637
1700000085000,49391.19333115237,49393.55010906877,51194.241341684094,51198.09179907553,0.10062041512369486,0.27035742488417897
1700000085500,49399.656295269575,49403.27851147143,51050.17940517936,51056.57762382438,0.8190332733828362,0.7812682572486812
1700000086000,49388.89552908711,49392.467383674404,51141.195609965755,51144.98762554284,0.47707887208714334,0.0991376769448234
1700000086500,49387.21493308518,49388.431851336456,50493.610272989725,50495.67316589512,0.7821795191455451,0.2135588202912845
1700000087000,49364.31420824242,49367.00214449197,51800.07413107093,51805.14069624034,0.09546796576153309,0.2638584569082333
1700000087500,49339.62855836746,49343.04368395859,50959.024664183555,50962.030187991346,0.6213227785528799,0.7571358897363683
1700000088000,49366.83329612011,49369.26022041794,48820.108275150094,48823.24312915247,0.3566610498615088,0.13070687642787165
1700000088500,49357.474130112736,49358.335198243774,50364.67665079436,50364.76665825457,0.4968321654985983,0.8526354852556431
1700000089000,49362.37977866611,49365.09676394464,50800.092398150024,50804.793581229605,0.5731485222602862,0.1343041956046848
1700000089500,49361.186416030054,49364.93850919,51556.484893424975,51560.967032400906,0.7484314088889236,0.5220026242140346
1700000090000,49351.94935576188,49356.529761347694,50610.01101643361,50614.46983980165,0.833240353448021,0.7027360263421868
1700000090500,49343.675730478666,49344.48494781741,50636.96206920891,50641.636156284745,0.1750555999977466,0.5159808714024362
1700000091000,49353.87533030417,49359.48865164973,50343.901678790586,50349.43087903432,0.7778376456830405,0.4714995119730266
1700000091500,49349.708207051786,49351.581070720764,51322.12386827818,51325.56866605933,0.13162528334600784,0.4106859794367491
1700000092000,49345.63728048745,49349.59425135825,50494.42124878337,50499.04638858118,0.03940429880299424,0.24982698236861553
1700000092500,49345.943098031465,49350.177296102,50380.51182446816,50383.119216693805,0.2920708188431407,0.8935310861009036
1700000093000,49369.59885482171,49373.581872121846,50301.57908165679,50304.65452023639,0.2776709809153543,0.3813400373936845
1700000093500,49383.62577372466,49386.77539220422,51276.675860773175,51281.44397295837,0.7008705005809495,0.5864141762407719
1700000094000,49391.933297150346,49393.77187948766,50477.77640975403,50481.74575834866,0.5175061970747364,0.5367418803587184
1700000094500,49379.76788105794,49383.39443984593,49620.70165999331,49622.60156176222,0.3677156998389424,0.8668173848375418
1700000095000,49352.799402640194,49355.08416946342,51293.55172220329,51297.48531745874,0.7178709668767215,0.24232737649370897
1700000095500,49372.69373215823,49373.171037214786,50333.07475019649,50336.355256467454,0.8441477749790776,0.16483291620335547
1700000096000,49389.34687805407,49395.175776687785,51137.26794808803,51139.78554853865,0.5879275721980751,0.812247868870869
1700000096500,49387.59310837748,49391.30121039944,51146.035633842825,51150.0567783032,0.5981565436601457,0.47280238831849447
1700000097000,49397.87579765629,49402.693874784774,51772.66399594879,51775.6785891118,0.7796472536590497,0.5878215516549173
1700000097500,49414.86950870199,49416.95788589449,51671.82977778388,51673.44519015766,0.284702585778673,0.573880340275717
1700000098000,49430.30363493984,49434.771137763244,50488.052617468,50490.2192311336,0.8964141798744165,0.7106482338249979
1700000098500,49448.670121237396,49453.25999039555,50808.264330895254,50813.8873349871,0.18329910895805204,0.7588510978701163
1700000099000,49439.575428041,49444.1299775655,49967.266235461604,49968.948320762254,0.06940530404036946,0.6402490515633884
1700000099500,49470.66276562315,49473.641559289936,52199.151892632704,52202.9192552572,0.7461338710154348,0.03431193619894199
1700000100000,49446.3215323127,49448.11907026896,51256.079449494086,51260.31151659125,0.1817069207934632,0.7583716535857045
1700000100500,49463.04341923413,49465.86610642727,51980.86731940527,51985.134346260835,0.32187627602060204,0.06690291413488256
1700000101000,49473.934788968196,49474.73201985443,50720.816836728125,50722.846270737755,0.47638599533689036,0.7761834617754092
1700000101500,49491.15679287651,49492.4547804871,49453.76501306233,49456.87916725911,0.12670837293522566,0.030952239553135617
1700000102000,49527.839983433165,49530.93192221431,52151.40483402928,52155.073850099434,0.3986868278194599,0.7037513381056311
1700000102500,49558.07056152419,49560.07916305843,51112.839320764826,51117.2995718774,0.3378661789618001,0.5856917423692516
1700000103000,49534.75354757525,49537.58910071979,51119.85564198204,51122.58168898459,0.10457795653258503,0.05258562895670467
1700000103500,49500.95239241787,49503.843392666466,51027.6013089521,51029.70513954655,0.5545966591312596,0.6857427889984442
1700000104000,49516.27031019899,49521.201037247505,51480.797912248876,51485.50100110787,0.42240774418320887,0.5342001466033411
1700000104500,49496.28661212085,49500.5842386906,51376.81434772737,51381.64053210255,0.16894749143401297,0.13530588782518774
1700000105000,49496.70975392486,49499.6648813407,49800.23075145085,49804.174838518105,0.7155838133061498,0.7928050993141745
1700000105500,49512.87741740579,49517.08631693997,51806.309241318486,51809.07869673045,0.38674879544123325,0.544313928693968
1700000106000,49480.99577672151,49483.21606357682,50571.968864661874,50575.95697864838,0.05239921088902587,0.43250448336503655
1700000106500,49438.57475957503,49441.23786255093,50574.925739266786,50578.556912110704,0.795068462489684,0.8524581246747949
1700000107000,49443.13717931466,49447.04740362478,52207.385587441335,52211.89074185276,0.3859886614795554,0.20672634506660353
1700000107500,49445.100839550774,49446.85917897321,51611.127715158764,51613.12877959967,0.10993980196193291,0.1834030526639477
1700000108000,49439.7034381985,49442.4244574702,50671.67230656684,50675.311819493414,0.28133346395539494,0.8063843439858221
1700000108500,49440.995066039795,49442.67422017971,49546.683621883385,49549.99274526498,0.25188245426495287,0.1695838275284259
1700000109000,49423.0655947585,49426.18306716633,51026.11179177662,51028.280171319035,0.06821640649388094,0.7413524860055977
1700000109500,49392.03818493918,49396.67070069476,51273.404035963016,51277.162813862305,0.3178919012379037,0.21259530643294852
1700000110000,49389.89739424391,49392.14529735481,50811.31506992405,50814.8569713271,0.17674669976743101,0.7381237836466252
1700000110500,49369.974232230416,49373.200111726335,49928.447111683054,49931.454681282514,0.21583193430178665,0.38503417788487115
1700000111000,49337.666206480964,49339.76888457933,50231.71850180849,50235.69373630835,0.6165938213216213,0.5671105145616193
1700000111500,49347.905941429635,49349.75639248639,49899.241963615976,49901.039407203105,0.16776373203983524,0.5582715476486904
1700000112000,49346.72111914974,49348.485269629404,50985.75301474299,50989.18864459118,0.04868341324915273,0.37342169925362145
1700000112500,49353.50638908152,49357.96114116293,51441.04080435482,51445.058501353764,0.18533358475987013,0.4810596112755178
1700000113000,49333.266648558405,49338.62908402902,51572.94134944251,51576.78217087226,0.28704922621232076,0.5949875000053525
1700000113500,49321.04516860432,49324.528212309626,50258.34163430268,50263.13334764102,0.17357739670741462,0.14868392934125058
1700000114000,49301.66397639715,49303.94768342801,50954.67176089878,50956.73042580976,0.5496180095397343,0.8268288157892583
1700000114500,49283.22054675424,49286.925438388585,51172.39046405774,51174.081007548186,0.7952443380922287,0.746312893473273
1700000115000,49287.64831268958,49290.31398916323,50387.846841125516,50391.63372241598,0.7526172019205615,0.21107628094414468
1700000115500,49271.42095942593,49275.22235777347,50639.73643463125,50643.78261766418,0.43933616593389635,0.22596369974509745
1700000116000,49278.79748755701,49282.08848119521,52325.810521606196,52331.854310158014,0.7134390469303081,0.3732580752233924
1700000116500,49285.59825080904,49288.8779549599,50915.384480571905,50919.62441554336,0.7177244712116685,0.7013282654473596
1700000117000,49325.93768459238,49329.544960651765,51459.66347230943,51462.114734352595,0.5821867732024455,0.47962537702254177
1700000117500,49298.67528852323,49301.09579488625,50455.0892823613,50459.55651804318,0.728329102400626,0.30396264544795515
1700000118000,49316.345773172994,49318.941405349884,50826.820954215036,50829.306198037746,0.35941376157741367,0.6985937260256253
1700000118500,49315.2144528187,49316.49320722864,49526.31703810114,49528.03403496635,0.6806821553360881,0.20014572281069182
1700000119000,49314.29417014177,49316.852300700324,50773.179985579496,50779.810906635146,0.48475132481022404,0.6464045202609924
1700000119500,49285.78712532795,49287.36479263788,51644.67722057497,51648.568211030244,0.672627445458636,0.6856534267087637
1700000120000,49275.94442332795,49278.799742128904,52304.937368043284,52309.295308801455,0.673054110867082,0.11872201405000407
1700000120500,49291.214843472,49293.257212522614,51653.69165839284,51657.86791869608,0.08740180429111798,0.5258896386965758
1700000121000,49289.0358433468,49292.13707776712,51274.29979628904,51279.97428841794,0.7552846324105466,0.546735595379321
1700000121500,49290.480928311976,49293.93416761839,50808.214245065144,50812.05517288491,0.06140126688161212,0.8749545648165444
1700000122000,49285.60327563871,49287.183153067635,50318.94967705002,50323.91091468924,0.4018407153219331,0.28999379419534294
1700000122500,49308.391248840024,49310.57796974578,50669.09192481431,50671.35918419432,0.544189976429762,0.43017174840232375
1700000123000,49308.02681390294,49310.08350200111,51240.68759239877,51242.516999210115,0.7463888792197435,0.8442725840190496
1700000123500,49263.17359778985,49266.920091214924,50160.19076552918,50165.40263394148,0.08006615212204642,0.14357808711195627
1700000124000,49248.85221247921,49253.55857450659,51415.4696149146,51420.73944657669,0.6142507505761854,0.8104267287229131
